scenario,role,action,skill,policy_probability,pure_action_value,equilibrium_state_value,state_value
endgame_me_two_opp_one,TP,セメント(thumb=2),セメント,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,タイム(thumb=0),タイム,0.000000000000,-0.500000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,タイム(thumb=1),タイム,0.000000000000,-0.500000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,タイム(thumb=2),タイム,0.000000000000,-0.500000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,チャージ(thumb=0),チャージ,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,チャージ(thumb=1),チャージ,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,チャージ(thumb=2),チャージ,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,フェイント(thumb=0),フェイント,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,フェイント(thumb=1),フェイント,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,フェイント(thumb=2),フェイント,0.106666666667,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,フラッシュ(thumb=0),フラッシュ,0.026666666667,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,フラッシュ(thumb=1),フラッシュ,0.026666666667,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,フラッシュ(thumb=2),フラッシュ,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,ブースト(thumb=0),ブースト,0.000000000000,-0.500000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,ブースト(thumb=1),ブースト,0.000000000000,-0.500000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,ブースト(thumb=2),ブースト,0.000000000000,-0.500000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,ロック(thumb=0),ロック,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,ロック(thumb=1),ロック,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,ロック(thumb=2),ロック,0.840000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,NTP,"NTP(なし,thumb=0)",なし,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,NTP,"NTP(なし,thumb=1)",なし,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,NTP,"NTP(カウンター,thumb=0)",カウンター,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,NTP,"NTP(カウンター,thumb=1)",カウンター,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,NTP,"NTP(ブロック,thumb=0)",ブロック,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,NTP,"NTP(ブロック,thumb=1)",ブロック,1.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,ガード,ガード,0.000000000000,,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,クイック,クイック,0.000000000000,,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,スキップ,スキップ,0.000000000000,,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,セメント,セメント,0.000000000000,,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,タイム,タイム,0.000000000000,,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,チャージ,チャージ,0.000000000000,,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,フェイント,フェイント,0.106666666667,,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,フラッシュ,フラッシュ,0.053333333333,,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,ブースト,ブースト,0.000000000000,,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,ロック,ロック,0.840000000000,,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP_SKILL_MASS,数字,数字,0.000000000000,,-0.460000000000,-0.460000000000
